id,id_entrepot,datetime,capteur1,capteur2,capteur3
TMP-ENT_DEMO-00043,ENT_DEMO,2025-01-02 18:00:00,10.97,7.31,9.88
TMP-ENT_DEMO-00044,ENT_DEMO,2025-01-02 19:00:00,11.74,7.93,9.51
TMP-ENT_DEMO-00045,ENT_DEMO,2025-01-02 20:00:00,12.9,6.74,7.09
TMP-ENT_DEMO-00046,ENT_DEMO,2025-01-02 21:00:00,10.84,10.36,8.41
TMP-ENT_DEMO-00047,ENT_DEMO,2025-01-02 22:00:00,10.72,10.73,9.76
TMP-ENT_DEMO-00048,ENT_DEMO,2025-01-02 23:00:00,10.46,7.2,10.77
TMP-ENT_DEMO-00049,ENT_DEMO,2025-01-03 00:00:00,8.09,9.75,10.42
TMP-ENT_DEMO-00050,ENT_DEMO,2025-01-03 01:00:00,7.28,13.62,7.76
TMP-ENT_DEMO-00051,ENT_DEMO,2025-01-03 02:00:00,11.94,9.58,10.43
TMP-ENT_DEMO-00052,ENT_DEMO,2025-01-03 03:00:00,13.62,6.38,8.69
TMP-ENT_DEMO-00053,ENT_DEMO,2025-01-03 04:00:00,14.01,11.7,10.6
TMP-ENT_DEMO-00054,ENT_DEMO,2025-01-03 05:00:00,6.47,9.19,10.08
TMP-ENT_DEMO-00055,ENT_DEMO,2025-01-03 06:00:00,11.71,9.35,9.47
TMP-ENT_DEMO-00056,ENT_DEMO,2025-01-03 07:00:00,10.05,10.57,9.88
TMP-ENT_DEMO-00057,ENT_DEMO,2025-01-03 08:00:00,11.52,13.22,8.17
TMP-ENT_DEMO-00058,ENT_DEMO,2025-01-03 09:00:00,9.3,10.52,9.44
TMP-ENT_DEMO-00059,ENT_DEMO,2025-01-03 10:00:00,9.43,10.71,9.8
TMP-ENT_DEMO-00060,ENT_DEMO,2025-01-03 11:00:00,11.01,12.46,11.05
TMP-ENT_DEMO-00061,ENT_DEMO,2025-01-03 12:00:00,13.42,10.67,9.94
TMP-ENT_DEMO-00062,ENT_DEMO,2025-01-03 13:00:00,10.89,12.24,10.92
TMP-ENT_DEMO-00063,ENT_DEMO,2025-01-03 14:00:00,11.86,10.82,10.21
TMP-ENT_DEMO-00064,ENT_DEMO,2025-01-03 15:00:00,9.12,11.76,7.72
TMP-ENT_DEMO-00065,ENT_DEMO,2025-01-03 16:00:00,10.77,8.67,11.15
TMP-ENT_DEMO-00066,ENT_DEMO,2025-01-03 17:00:00,11.94,9.13,10.14
TMP-ENT_DEMO-00067,ENT_DEMO,2025-01-03 18:00:00,8.29,8.67,11.24
TMP-ENT_DEMO-00068,ENT_DEMO,2025-01-03 19:00:00,11.02,10.27,9.6
TMP-ENT_DEMO-00069,ENT_DEMO,2025-01-03 20:00:00,7.82,8.0,9.59
TMP-ENT_DEMO-00070,ENT_DEMO,2025-01-03 21:00:00,8.72,11.9,8.26
TMP-ENT_DEMO-00071,ENT_DEMO,2025-01-03 22:00:00,9.27,9.46,9.98
TMP-ENT_DEMO-00072,ENT_DEMO,2025-01-03 23:00:00,8.4,6.77,12.02
TMP-ENT_DEMO-00073,ENT_DEMO,2025-01-04 00:00:00,9.5,12.02,12.68
TMP-ENT_DEMO-00074,ENT_DEMO,2025-01-04 01:00:00,11.71,8.74,11.46
TMP-ENT_DEMO-00075,ENT_DEMO,2025-01-04 02:00:00,10.98,10.72,10.8
TMP-ENT_DEMO-00076,ENT_DEMO,2025-01-04 03:00:00,8.9,7.03,7.89
TMP-ENT_DEMO-00077,ENT_DEMO,2025-01-04 04:00:00,10.66,13.22,8.49
TMP-ENT_DEMO-00078,ENT_DEMO,2025-01-04 05:00:00,9.58,9.11,11.7
TMP-ENT_DEMO-00079,ENT_DEMO,2025-01-04 06:00:00,10.21,11.78,11.22
TMP-ENT_DEMO-00080,ENT_DEMO,2025-01-04 07:00:00,10.61,8.62,9.34
TMP-ENT_DEMO-00081,ENT_DEMO,2025-01-04 08:00:00,11.27,9.48,11.41
TMP-ENT_DEMO-00082,ENT_DEMO,2025-01-04 09:00:00,9.0,10.39,8.47
TMP-ENT_DEMO-00083,ENT_DEMO,2025-01-04 10:00:00,7.73,9.35,8.08
TMP-ENT_DEMO-00084,ENT_DEMO,2025-01-04 11:00:00,10.71,11.62,12.27
TMP-ENT_DEMO-00085,ENT_DEMO,2025-01-04 12:00:00,10.81,9.85,11.27
TMP-ENT_DEMO-00086,ENT_DEMO,2025-01-04 13:00:00,12.46,13.07,9.35
TMP-ENT_DEMO-00087,ENT_DEMO,2025-01-04 14:00:00,8.59,9.2,10.21
TMP-ENT_DEMO-00088,ENT_DEMO,2025-01-04 15:00:00,9.27,10.59,11.52
TMP-ENT_DEMO-00089,ENT_DEMO,2025-01-04 16:00:00,11.03,9.92,8.05
TMP-ENT_DEMO-00090,ENT_DEMO,2025-01-04 17:00:00,11.22,12.19,8.72
TMP-ENT_DEMO-00091,ENT_DEMO,2025-01-04 18:00:00,12.7,9.0,11.93
TMP-ENT_DEMO-00092,ENT_DEMO,2025-01-04 19:00:00,9.64,10.22,11.76
TMP-ENT_DEMO-00093,ENT_DEMO,2025-01-04 20:00:00,8.05,9.46,9.73
TMP-ENT_DEMO-00094,ENT_DEMO,2025-01-04 21:00:00,10.28,7.31,10.39
TMP-ENT_DEMO-00095,ENT_DEMO,2025-01-04 22:00:00,8.82,10.32,11.43
TMP-ENT_DEMO-00096,ENT_DEMO,2025-01-04 23:00:00,9.01,11.53,8.14
TMP-ENT_DEMO-00097,ENT_DEMO,2025-01-05 00:00:00,9.56,6.49,9.97
TMP-ENT_DEMO-00098,ENT_DEMO,2025-01-05 01:00:00,9.51,6.77,10.05
TMP-ENT_DEMO-00099,ENT_DEMO,2025-01-05 02:00:00,11.14,10.46,12.1
TMP-ENT_DEMO-00100,ENT_DEMO,2025-01-05 03:00:00,12.58,6.38,9.44
TMP-ENT_DEMO-00101,ENT_DEMO,2025-01-05 04:00:00,8.52,8.53,11.6
TMP-ENT_DEMO-00102,ENT_DEMO,2025-01-05 05:00:00,12.47,8.53,11.66
TMP-ENT_DEMO-00103,ENT_DEMO,2025-01-05 06:00:00,10.0,8.69,11.03
TMP-ENT_DEMO-00104,ENT_DEMO,2025-01-05 07:00:00,9.71,10.29,9.22
TMP-ENT_DEMO-00105,ENT_DEMO,2025-01-05 08:00:00,9.5,10.71,9.83
TMP-ENT_DEMO-00106,ENT_DEMO,2025-01-05 09:00:00,11.05,10.05,10.28
TMP-ENT_DEMO-00107,ENT_DEMO,2025-01-05 10:00:00,11.08,9.38,8.13
TMP-ENT_DEMO-00108,ENT_DEMO,2025-01-05 11:00:00,10.49,11.59,11.03
TMP-ENT_DEMO-00109,ENT_DEMO,2025-01-05 12:00:00,10.63,10.5,10.16
TMP-ENT_DEMO-00110,ENT_DEMO,2025-01-05 13:00:00,9.48,13.79,10.47
TMP-ENT_DEMO-00111,ENT_DEMO,2025-01-05 14:00:00,10.78,6.86,8.22
TMP-ENT_DEMO-00112,ENT_DEMO,2025-01-05 15:00:00,10.1,10.05,10.48
TMP-ENT_DEMO-00113,ENT_DEMO,2025-01-05 16:00:00,11.93,10.43,11.26
TMP-ENT_DEMO-00114,ENT_DEMO,2025-01-05 17:00:00,9.09,10.09,11.91
TMP-ENT_DEMO-00115,ENT_DEMO,2025-01-05 18:00:00,9.74,7.79,10.21
TMP-ENT_DEMO-00116,ENT_DEMO,2025-01-05 19:00:00,12.66,7.86,10.07
TMP-ENT_DEMO-00117,ENT_DEMO,2025-01-05 20:00:00,9.65,13.58,10.86
TMP-ENT_DEMO-00118,ENT_DEMO,2025-01-05 21:00:00,12.04,11.94,8.76
TMP-ENT_DEMO-00119,ENT_DEMO,2025-01-05 22:00:00,7.99,10.11,8.51
TMP-ENT_DEMO-00120,ENT_DEMO,2025-01-05 23:00:00,8.27,11.55,8.15
TMP-ENT_DEMO-00121,ENT_DEMO,2025-01-06 00:00:00,10.84,10.24,9.59
TMP-ENT_DEMO-00122,ENT_DEMO,2025-01-06 01:00:00,11.5,8.25,9.44
TMP-ENT_DEMO-00123,ENT_DEMO,2025-01-06 02:00:00,10.07,7.85,11.06
TMP-ENT_DEMO-00124,ENT_DEMO,2025-01-06 03:00:00,6.62,11.4,10.86
TMP-ENT_DEMO-00125,ENT_DEMO,2025-01-06 04:00:00,11.29,8.9,11.0
TMP-ENT_DEMO-00126,ENT_DEMO,2025-01-06 05:00:00,10.38,10.48,7.44
TMP-ENT_DEMO-00127,ENT_DEMO,2025-01-06 06:00:00,8.54,7.33,8.15
TMP-ENT_DEMO-00128,ENT_DEMO,2025-01-06 07:00:00,9.72,10.41,10.72
TMP-ENT_DEMO-00129,ENT_DEMO,2025-01-06 08:00:00,7.39,8.3,10.53
TMP-ENT_DEMO-00130,ENT_DEMO,2025-01-06 09:00:00,9.79,12.89,9.95
TMP-ENT_DEMO-00131,ENT_DEMO,2025-01-06 10:00:00,9.54,9.38,10.35
TMP-ENT_DEMO-00132,ENT_DEMO,2025-01-06 11:00:00,10.74,11.84,10.97
TMP-ENT_DEMO-00133,ENT_DEMO,2025-01-06 12:00:00,10.31,10.29,11.28
TMP-ENT_DEMO-00134,ENT_DEMO,2025-01-06 13:00:00,9.21,10.93,9.61
TMP-ENT_DEMO-00135,ENT_DEMO,2025-01-06 14:00:00,10.21,11.31,10.01
TMP-ENT_DEMO-00136,ENT_DEMO,2025-01-06 15:00:00,11.62,11.65,11.94
TMP-ENT_DEMO-00137,ENT_DEMO,2025-01-06 16:00:00,10.08,11.29,11.42
TMP-ENT_DEMO-00138,ENT_DEMO,2025-01-06 17:00:00,11.08,12.65,8.89
TMP-ENT_DEMO-00139,ENT_DEMO,2025-01-06 18:00:00,9.8,10.84,10.03
TMP-ENT_DEMO-00140,ENT_DEMO,2025-01-06 19:00:00,11.22,10.97,10.6
TMP-ENT_DEMO-00141,ENT_DEMO,2025-01-06 20:00:00,9.75,8.67,8.92
TMP-ENT_DEMO-00142,ENT_DEMO,2025-01-06 21:00:00,10.85,8.45,11.19
TMP-ENT_DEMO-00143,ENT_DEMO,2025-01-06 22:00:00,12.85,10.98,10.92
TMP-ENT_DEMO-00144,ENT_DEMO,2025-01-06 23:00:00,8.56,12.43,8.07
TMP-ENT_DEMO-00145,ENT_DEMO,2025-01-07 00:00:00,9.93,10.5,7.44
TMP-ENT_DEMO-00146,ENT_DEMO,2025-01-07 01:00:00,7.9,9.96,9.53
TMP-ENT_DEMO-00147,ENT_DEMO,2025-01-07 02:00:00,9.66,8.73,10.74
TMP-ENT_DEMO-00148,ENT_DEMO,2025-01-07 03:00:00,9.51,11.42,9.2
TMP-ENT_DEMO-00149,ENT_DEMO,2025-01-07 04:00:00,10.39,11.18,11.72
TMP-ENT_DEMO-00150,ENT_DEMO,2025-01-07 05:00:00,9.3,4.85,12.3
TMP-ENT_DEMO-00151,ENT_DEMO,2025-01-07 06:00:00,12.09,14.31,6.79
TMP-ENT_DEMO-00152,ENT_DEMO,2025-01-07 07:00:00,11.01,11.92,10.92
TMP-ENT_DEMO-00153,ENT_DEMO,2025-01-07 08:00:00,7.39,9.65,9.37
TMP-ENT_DEMO-00154,ENT_DEMO,2025-01-07 09:00:00,7.68,8.34,11.43
TMP-ENT_DEMO-00155,ENT_DEMO,2025-01-07 10:00:00,9.43,7.8,10.82
TMP-ENT_DEMO-00156,ENT_DEMO,2025-01-07 11:00:00,9.54,8.61,8.5
TMP-ENT_DEMO-00157,ENT_DEMO,2025-01-07 12:00:00,8.93,12.12,10.99
TMP-ENT_DEMO-00158,ENT_DEMO,2025-01-07 13:00:00,12.16,7.05,9.2
TMP-ENT_DEMO-00159,ENT_DEMO,2025-01-07 14:00:00,7.94,11.89,11.9
TMP-ENT_DEMO-00160,ENT_DEMO,2025-01-07 15:00:00,8.49,8.15,10.02
TMP-ENT_DEMO-00161,ENT_DEMO,2025-01-07 16:00:00,10.28,11.07,9.71
TMP-ENT_DEMO-00162,ENT_DEMO,2025-01-07 17:00:00,11.53,11.54,10.33
TMP-ENT_DEMO-00163,ENT_DEMO,2025-01-07 18:00:00,10.88,8.84,9.91
TMP-ENT_DEMO-00164,ENT_DEMO,2025-01-07 19:00:00,11.61,7.56,10.36
TMP-ENT_DEMO-00165,ENT_DEMO,2025-01-07 20:00:00,10.19,10.12,9.58
TMP-ENT_DEMO-00166,ENT_DEMO,2025-01-07 21:00:00,9.52,12.23,8.44
TMP-ENT_DEMO-00167,ENT_DEMO,2025-01-07 22:00:00,10.25,4.94,10.58
TMP-ENT_DEMO-00168,ENT_DEMO,2025-01-07 23:00:00,11.28,8.65,10.3
TMP-ENT_DEMO-00169,ENT_DEMO,2025-01-08 00:00:00,8.86,10.14,9.31
TMP-ENT_DEMO-00170,ENT_DEMO,2025-01-08 01:00:00,9.33,10.63,12.54
TMP-ENT_DEMO-00171,ENT_DEMO,2025-01-08 02:00:00,10.29,8.47,10.11
TMP-ENT_DEMO-00172,ENT_DEMO,2025-01-08 03:00:00,8.36,11.14,9.21
TMP-ENT_DEMO-00173,ENT_DEMO,2025-01-08 04:00:00,5.28,10.99,10.33
TMP-ENT_DEMO-00174,ENT_DEMO,2025-01-08 05:00:00,11.31,6.97,10.66
TMP-ENT_DEMO-00175,ENT_DEMO,2025-01-08 06:00:00,10.62,11.58,7.1
TMP-ENT_DEMO-00176,ENT_DEMO,2025-01-08 07:00:00,11.25,11.44,11.64
TMP-ENT_DEMO-00177,ENT_DEMO,2025-01-08 08:00:00,9.16,9.11,8.79
TMP-ENT_DEMO-00178,ENT_DEMO,2025-01-08 09:00:00,10.26,9.71,11.19
TMP-ENT_DEMO-00179,ENT_DEMO,2025-01-08 10:00:00,8.38,9.19,8.72
TMP-ENT_DEMO-00180,ENT_DEMO,2025-01-08 11:00:00,7.28,12.05,9.29
TMP-ENT_DEMO-00181,ENT_DEMO,2025-01-08 12:00:00,9.83,11.39,10.44
TMP-ENT_DEMO-00182,ENT_DEMO,2025-01-08 13:00:00,9.87,8.43,9.44
TMP-ENT_DEMO-00183,ENT_DEMO,2025-01-08 14:00:00,11.05,11.37,10.08
TMP-ENT_DEMO-00184,ENT_DEMO,2025-01-08 15:00:00,11.42,9.88,10.7
TMP-ENT_DEMO-00185,ENT_DEMO,2025-01-08 16:00:00,5.67,11.16,11.96
TMP-ENT_DEMO-00186,ENT_DEMO,2025-01-08 17:00:00,11.74,11.48,8.57
TMP-ENT_DEMO-00187,ENT_DEMO,2025-01-08 18:00:00,11.31,10.46,11.27
TMP-ENT_DEMO-00188,ENT_DEMO,2025-01-08 19:00:00,8.71,10.06,10.05
TMP-ENT_DEMO-00189,ENT_DEMO,2025-01-08 20:00:00,9.0,9.89,11.07
TMP-ENT_DEMO-00190,ENT_DEMO,2025-01-08 21:00:00,10.58,11.53,8.25
TMP-ENT_DEMO-00191,ENT_DEMO,2025-01-08 22:00:00,10.9,6.51,10.82
TMP-ENT_DEMO-00192,ENT_DEMO,2025-01-08 23:00:00,13.18,11.56,7.86
TMP-ENT_DEMO-00193,ENT_DEMO,2025-01-09 00:00:00,8.93,10.61,9.88
TMP-ENT_DEMO-00194,ENT_DEMO,2025-01-09 01:00:00,9.53,12.98,8.26
TMP-ENT_DEMO-00195,ENT_DEMO,2025-01-09 02:00:00,10.08,9.04,7.27
TMP-ENT_DEMO-00196,ENT_DEMO,2025-01-09 03:00:00,11.02,10.07,9.83
TMP-ENT_DEMO-00197,ENT_DEMO,2025-01-09 04:00:00,7.08,11.43,10.19
TMP-ENT_DEMO-00198,ENT_DEMO,2025-01-09 05:00:00,9.68,8.43,10.3
TMP-ENT_DEMO-00199,ENT_DEMO,2025-01-09 06:00:00,9.87,11.01,11.01
TMP-ENT_DEMO-00200,ENT_DEMO,2025-01-09 07:00:00,10.46,6.83,10.64
TMP-ENT_DEMO-00201,ENT_DEMO,2025-01-09 08:00:00,9.44,12.37,10.89
TMP-ENT_DEMO-00202,ENT_DEMO,2025-01-09 09:00:00,11.06,11.65,10.55
TMP-ENT_DEMO-00203,ENT_DEMO,2025-01-09 10:00:00,12.93,9.54,9.53
TMP-ENT_DEMO-00204,ENT_DEMO,2025-01-09 11:00:00,11.31,10.36,9.51
TMP-ENT_DEMO-00205,ENT_DEMO,2025-01-09 12:00:00,8.86,12.5,9.01
TMP-ENT_DEMO-00206,ENT_DEMO,2025-01-09 13:00:00,10.68,9.91,10.19
TMP-ENT_DEMO-00207,ENT_DEMO,2025-01-09 14:00:00,9.39,8.79,8.75
TMP-ENT_DEMO-00208,ENT_DEMO,2025-01-09 15:00:00,11.27,10.43,11.19
TMP-ENT_DEMO-00209,ENT_DEMO,2025-01-09 16:00:00,10.46,8.81,10.6
TMP-ENT_DEMO-00210,ENT_DEMO,2025-01-09 17:00:00,9.98,8.52,8.2
TMP-ENT_DEMO-00211,ENT_DEMO,2025-01-09 18:00:00,10.47,11.82,9.65
TMP-ENT_DEMO-00212,ENT_DEMO,2025-01-09 19:00:00,9.06,10.05,10.43
TMP-ENT_DEMO-00213,ENT_DEMO,2025-01-09 20:00:00,12.16,7.59,12.39
TMP-ENT_DEMO-00214,ENT_DEMO,2025-01-09 21:00:00,11.92,7.63,10.69
TMP-ENT_DEMO-00215,ENT_DEMO,2025-01-09 22:00:00,9.62,7.39,8.02
TMP-ENT_DEMO-00216,ENT_DEMO,2025-01-09 23:00:00,10.54,14.96,10.74
TMP-ENT_DEMO-00217,ENT_DEMO,2025-01-10 00:00:00,12.64,8.83,9.6
TMP-ENT_DEMO-00218,ENT_DEMO,2025-01-10 01:00:00,8.87,7.78,9.48
TMP-ENT_DEMO-00219,ENT_DEMO,2025-01-10 02:00:00,13.07,8.36,13.13
TMP-ENT_DEMO-00220,ENT_DEMO,2025-01-10 03:00:00,9.99,10.19,10.42
TMP-ENT_DEMO-00221,ENT_DEMO,2025-01-10 04:00:00,10.36,12.02,10.51
TMP-ENT_DEMO-00222,ENT_DEMO,2025-01-10 05:00:00,10.23,12.79,9.86
TMP-ENT_DEMO-00223,ENT_DEMO,2025-01-10 06:00:00,9.35,8.73,11.07
TMP-ENT_DEMO-00224,ENT_DEMO,2025-01-10 07:00:00,11.01,7.3,11.7
TMP-ENT_DEMO-00225,ENT_DEMO,2025-01-10 08:00:00,9.53,13.22,10.2
TMP-ENT_DEMO-00226,ENT_DEMO,2025-01-10 09:00:00,9.99,9.36,9.0
TMP-ENT_DEMO-00227,ENT_DEMO,2025-01-10 10:00:00,7.31,11.45,9.6
TMP-ENT_DEMO-00228,ENT_DEMO,2025-01-10 11:00:00,10.58,11.33,10.31
TMP-ENT_DEMO-00229,ENT_DEMO,2025-01-10 12:00:00,10.29,9.32,8.74
TMP-ENT_DEMO-00230,ENT_DEMO,2025-01-10 13:00:00,9.91,11.91,9.32
TMP-ENT_DEMO-00231,ENT_DEMO,2025-01-10 14:00:00,13.06,10.05,10.6
TMP-ENT_DEMO-00232,ENT_DEMO,2025-01-10 15:00:00,10.65,7.89,10.03
TMP-ENT_DEMO-00233,ENT_DEMO,2025-01-10 16:00:00,7.66,11.46,6.43
TMP-ENT_DEMO-00234,ENT_DEMO,2025-01-10 17:00:00,9.0,10.83,11.7
TMP-ENT_DEMO-00235,ENT_DEMO,2025-01-10 18:00:00,10.22,9.17,11.58
TMP-ENT_DEMO-00236,ENT_DEMO,2025-01-10 19:00:00,12.09,9.94,11.1
TMP-ENT_DEMO-00237,ENT_DEMO,2025-01-10 20:00:00,12.68,10.91,9.01
TMP-ENT_DEMO-00238,ENT_DEMO,2025-01-10 21:00:00,11.63,12.92,9.08
TMP-ENT_DEMO-00239,ENT_DEMO,2025-01-10 22:00:00,7.58,11.5,9.21
TMP-ENT_DEMO-00240,ENT_DEMO,2025-01-10 23:00:00,8.65,10.35,10.3
TMP-ENT_DEMO-00241,ENT_DEMO,2025-01-11 00:00:00,11.87,10.37,10.04
TMP-ENT_DEMO-00242,ENT_DEMO,2025-01-11 01:00:00,9.36,10.67,9.65
TMP-ENT_DEMO-00243,ENT_DEMO,2025-01-11 02:00:00,9.21,12.64,11.34
TMP-ENT_DEMO-00244,ENT_DEMO,2025-01-11 03:00:00,11.93,9.44,8.37
TMP-ENT_DEMO-00245,ENT_DEMO,2025-01-11 04:00:00,6.58,9.0,10.92
TMP-ENT_DEMO-00246,ENT_DEMO,2025-01-11 05:00:00,11.68,11.78,8.96
TMP-ENT_DEMO-00247,ENT_DEMO,2025-01-11 06:00:00,9.12,8.5,9.82
TMP-ENT_DEMO-00248,ENT_DEMO,2025-01-11 07:00:00,10.13,7.5,12.13
TMP-ENT_DEMO-00249,ENT_DEMO,2025-01-11 08:00:00,10.93,10.09,8.32
TMP-ENT_DEMO-00250,ENT_DEMO,2025-01-11 09:00:00,9.15,12.16,8.71
TMP-ENT_DEMO-00251,ENT_DEMO,2025-01-11 10:00:00,9.64,9.92,9.88
TMP-ENT_DEMO-00252,ENT_DEMO,2025-01-11 11:00:00,6.89,12.41,14.03
TMP-ENT_DEMO-00253,ENT_DEMO,2025-01-11 12:00:00,9.4,8.33,12.3
TMP-ENT_DEMO-00254,ENT_DEMO,2025-01-11 13:00:00,10.89,8.59,10.54
TMP-ENT_DEMO-00255,ENT_DEMO,2025-01-11 14:00:00,10.48,10.26,11.45
TMP-ENT_DEMO-00256,ENT_DEMO,2025-01-11 15:00:00,7.63,11.33,10.61
TMP-ENT_DEMO-00257,ENT_DEMO,2025-01-11 16:00:00,8.84,9.8,8.19
TMP-ENT_DEMO-00258,ENT_DEMO,2025-01-11 17:00:00,12.19,11.18,10.11
TMP-ENT_DEMO-00259,ENT_DEMO,2025-01-11 18:00:00,10.95,9.27,8.27
TMP-ENT_DEMO-00260,ENT_DEMO,2025-01-11 19:00:00,9.93,10.3,9.49
TMP-ENT_DEMO-00261,ENT_DEMO,2025-01-11 20:00:00,12.52,7.9,11.95
TMP-ENT_DEMO-00262,ENT_DEMO,2025-01-11 21:00:00,8.88,7.36,10.09
TMP-ENT_DEMO-00263,ENT_DEMO,2025-01-11 22:00:00,9.94,9.77,8.44
TMP-ENT_DEMO-00264,ENT_DEMO,2025-01-11 23:00:00,10.12,11.54,7.89
TMP-ENT_DEMO-00265,ENT_DEMO,2025-01-12 00:00:00,7.88,10.63,9.42
TMP-ENT_DEMO-00266,ENT_DEMO,2025-01-12 01:00:00,7.58,8.12,10.86
TMP-ENT_DEMO-00267,ENT_DEMO,2025-01-12 02:00:00,8.91,10.97,11.56
TMP-ENT_DEMO-00268,ENT_DEMO,2025-01-12 03:00:00,10.32,10.66,10.03
TMP-ENT_DEMO-00269,ENT_DEMO,2025-01-12 04:00:00,12.79,7.84,10.68
TMP-ENT_DEMO-00270,ENT_DEMO,2025-01-12 05:00:00,9.64,8.8,8.32
TMP-ENT_DEMO-00271,ENT_DEMO,2025-01-12 06:00:00,9.55,11.8,9.64
TMP-ENT_DEMO-00272,ENT_DEMO,2025-01-12 07:00:00,12.28,10.22,9.48
TMP-ENT_DEMO-00273,ENT_DEMO,2025-01-12 08:00:00,7.4,12.66,11.1
TMP-ENT_DEMO-00274,ENT_DEMO,2025-01-12 09:00:00,8.53,12.54,9.82
TMP-ENT_DEMO-00275,ENT_DEMO,2025-01-12 10:00:00,11.16,8.71,9.37
TMP-ENT_DEMO-00276,ENT_DEMO,2025-01-12 11:00:00,8.94,9.93,10.22
TMP-ENT_DEMO-00277,ENT_DEMO,2025-01-12 12:00:00,9.49,11.74,10.46
TMP-ENT_DEMO-00278,ENT_DEMO,2025-01-12 13:00:00,9.07,11.7,11.0
